Customer ID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,Is_Anomaly
12395,19,15,5067.27,1,0.8490103261443984,-0.6646629908463583,False
12396,674,1,931.43,0,-1.1568624190148535,1.9803165061908563,False
12397,36,2,2409.9,1,0.025442000448074934,-0.7887597071707728,False
12398,46,1,1635.6599999999999,1,-0.07737767175879028,-0.7738183520526615,False
12399,119,7,1962.3,1,0.12832700782900525,-0.38168386233777674,False
12400,414,1,205.25,0,-0.7545105669394748,0.8152958141676736,False
12401,303,1,84.3,0,-0.5744574460039134,0.3225240002977434,False
12402,323,6,1256.9,0,-0.29542261336741205,0.49102837411153577,False
12403,50,2,1019.36,1,-0.058829569090233916,-0.760828091297833,False
12404,682,1,63.24,0,-1.2082404838854564,1.9944859666860413,False
12405,149,1,1710.39,1,-0.24609630660783244,-0.3174745169955289,False
12406,22,5,6390.36,1,0.3797792106863887,-0.7226253677231248,False
12407,50,5,1708.1200000000001,1,0.1279810216418702,-0.713040068944637,False
12408,33,8,4340.7699999999995,1,0.42830477751254775,-0.6929526322482173,False
12409,79,7,23419.29,1,1.1347580154767403,-0.035893453212787606,True
12410,309,3,1013.71,0,-0.4393434880444319,0.39230632771554813,False
12411,410,1,346.9,0,-0.7416282015326522,0.801092403689775,False
12412,75,6,2596.93,1,0.17737430215740313,-0.5707424057088165,False
12413,67,4,999.45,1,0.016344050336481983,-0.665612580131619,False
12414,217,6,952.41,1,-0.13175611000070886,0.015853148387477544,False
12415,24,28,144458.37,2,7.623646706874817,2.8848816778865265,True
12416,657,1,202.56,0,-1.1603939883290384,1.88755574247546,False
12417,3,20,6816.91,1,1.2134281533386506,-0.640975364271847,False
12418,113,4,2021.2,1,-0.015723367749022613,-0.4377495563446416,False
12419,386,2,503.01,0,-0.6425000566436205,0.7093244971785098,False
12420,64,1,600.39,1,-0.15277062949524425,-0.7195873261803961,False
12421,16,6,1098.6,1,0.21027909229479372,-0.8675735167519039,False
12422,96,17,5231.8,1,0.8320718464226221,-0.3001861455518235,False
12423,1,10,2622.39,1,0.5109205402332637,-0.8553114114638163,False
12424,163,4,3340.03,1,-0.04146041371667168,-0.18500358036271725,False
12425,78,2,1741.41,1,-0.07396465035264722,-0.6196918602693795,False
12426,195,2,1345.21,1,-0.28668355905684617,-0.11303131290547562,False
12427,22,3,1129.3,1,0.04495598197811143,-0.8713713124770363,False
12428,26,9,7956.46,1,0.6505469558417966,-0.6254889812479905,False
12429,9,8,7485.91,1,0.6061114575338689,-0.7223024882944706,False
12430,43,1,256.4,1,-0.1327683754486773,-0.8206308089875588,False
12431,36,27,10857.97,1,1.7008025402335851,-0.3245983814273616,True
12432,43,5,5059.32,1,0.2864245263616058,-0.6623553737640182,False
12433,1,10,20581.26,1,1.297370191612967,-0.41815757799893133,True
12434,85,3,1103.43,1,-0.061375404105941375,-0.5939907476057102,False
12435,80,6,13925.93,1,0.6651415132812681,-0.2729081971604455,False
12436,100,1,509.01,1,-0.21688574151422368,-0.5629486697251924,False
12437,2,39,12683.4,1,2.464109481053833,-0.30611210780717596,True
12438,14,2,2906.85,1,0.08394027361834897,-0.8737459361527181,False
12439,683,2,1158.18,0,-1.1097448009507824,2.0358925528471343,False
12440,462,2,859.2,0,-0.7538080073372432,1.053372348624216,False
12441,367,1,347.1,0,-0.6698172961430622,0.611344216317287,False
12442,3,1,172.06,1,-0.06966907345698534,-0.9991982791407273,False
12443,732,1,485.31,0,-1.2732481849316966,2.2254030596871335,False
12444,21,5,5005.46,1,0.3208018869980482,-0.7607493897064346,False
12445,22,2,434.98,1,-0.03766568292498185,-0.8986131666993953,False
12446,58,1,1002.3100000000001,1,-0.1251509606265423,-0.7362809820458862,False
12447,243,1,476.49,1,-0.4570937323342916,0.06729896216081067,False
12448,44,1,449.45,1,-0.1259842029439524,-0.8115187346610406,False
12449,22,6,4835.89,1,0.3639225130017377,-0.7501234369568353,False
12450,156,5,688.2,1,-0.09368366216624126,-0.2701035591631313,False
12451,11,8,12669.88,1,0.8297867407228998,-0.5872888499371175,False
12452,17,2,430.57,1,-0.029509717506109225,-0.9207848234882123,False
12453,134,1,707.09,1,-0.264985270016745,-0.40808971727057525,False
12454,56,5,16679.78,1,0.773596730692713,-0.3221235677064099,True
12455,73,10,5879.95,1,0.5333478166190299,-0.45829001686308457,False
12456,44,3,3181.04,1,0.09806920563224425,-0.7243450106055597,False
12457,66,8,2995.91,1,0.31430708325845763,-0.5800647028321427,False
12458,71,4,1777.49,1,0.04373648394972011,-0.6290221258642548,False
12459,605,1,454.36,0,-1.0625367320027006,1.6642162327152519,False
12460,456,1,326.65,0,-0.8193265828545772,1.003591120342149,False
12461,94,2,826.88,1,-0.140730562113189,-0.5713475114300904,False
12462,19,2,1189.59,1,0.0003894325034613113,-0.8934830765466576,False
12463,53,4,1344.78,1,0.05484408524490707,-0.7189866407839814,False
12464,10,8,1212.05,1,0.3296985739318389,-0.8706075842672196,False
12465,17,2,742.1899999999999,1,-0.015863344412315305,-0.9131993864543495,False
12466,682,1,56.73,0,-1.2085255679264055,1.9943275006213135,False
12467,423,1,132.8,0,-0.7727116327861991,0.853247996078584,False
12468,188,5,3670.74,1,-0.016507287310779963,-0.05629115686952801,False
12469,523,2,3070.54,0,-0.7588285041047058,1.3763852336997762,False
12470,690,1,211.95,0,-1.2150867574747581,2.0334087514856196,False
12471,2,79,39963.79,2,5.747412600587117,0.7715758437396264,True
12472,32,19,17880.59,1,1.5972847267759316,-0.2540316330722587,True
12473,29,5,3938.5499999999997,1,0.2607215332461195,-0.7514171606064399,False
12474,17,31,12424.45,1,2.009992725822759,-0.3289485655365973,True
12475,54,2,1149.64,1,-0.05980365442711437,-0.7400053756000566,False
12476,16,23,14115.41,1,1.6679829444594476,-0.3749262086494291,True
12477,23,9,20276.37,1,1.1950663506542811,-0.33883698965204206,True
12478,4,1,680.99,1,-0.049051975168075676,-0.9823970710928288,False
12479,11,1,527.2,1,-0.06747542407038093,-0.9552505865467189,False
12480,28,7,5464.85,1,0.4336630474112246,-0.697995401716182,False
12481,23,15,12361.39,1,1.1617530543119297,-0.469458472823097,False
12482,576,29,23691.4,0,1.4655314287634402,2.391419132041607,True
12483,17,19,5120.58,1,1.0635493125116884,-0.6308280265646371,False
12484,33,12,6370.15,1,0.726039616199279,-0.6021905563433977,False
12485,529,1,708.1,0,-0.9245189027996827,1.3350152640436421,False
12486,432,1,1037.28,0,-0.7481312620546547,0.9149805547351834,False
12487,731,1,285.29999999999995,0,-1.2803371477474828,2.216121565420446,False
12488,10,3,1298.66,1,0.07241035469224867,-0.9202031017423381,False
12489,336,1,334.93,0,-0.6185859027013085,0.47424926022263564,False
12490,5,21,9823.64,1,1.3939745747597816,-0.5486192285015792,False
12491,39,1,460.40000000000003,1,-0.1171555968386005,-0.8333164991681038,False
12492,63,3,715.21,1,-0.041640240079604096,-0.7005237364209921,False
12493,166,2,433.74,1,-0.2781736863869234,-0.26319125699854845,False
12494,16,9,1872.8700000000001,1,0.4008343122652339,-0.8177040146452722,False
12495,641,1,357.4,0,-1.126896201771065,1.8207190611149748,False
12496,620,2,54.09,0,-1.0528962970343163,1.7310065633214742,False
12497,82,3,6248.5,1,0.16894546837717905,-0.4819883197349402,False
12498,21,3,403.70000000000005,1,0.014850533588976133,-0.8934466898405342,False
12499,560,1,393.72,0,-0.9900504795858253,1.4641613578592103,False
12500,23,19,5955.21,1,1.090080284324364,-0.5840343380817828,False
12501,337,1,2169.39,0,-0.5399215772542683,0.5233164471919646,False
12502,96,5,3723.87,1,0.13944256464753807,-0.4609811514035373,False
12503,584,1,1126.0,0,-0.998058302148259,1.5878951599417908,False
12504,18,4,779.05,1,0.08851340843936475,-0.8872077712366154,False
12505,409,1,955.2,0,-0.7133198861395792,0.811486747330929,False
12506,233,1,73.5,1,-0.45804318036305297,0.013360783954341395,False
12507,134,4,1844.06,1,-0.058546796336276415,-0.34939139155768595,False
12508,26,2,398.27,1,-0.04595254614175655,-0.8818553124684206,False
12509,284,1,176.5,0,-0.5386933201259078,0.24092395419003945,False
12510,143,9,5178.02,1,0.333505680668951,-0.17681678995734668,False
12511,429,1,3084.02,0,-0.6534915626274826,0.9515636028321001,False
12512,66,2,138.03,1,-0.12414159603364593,-0.7116755898703783,False
12513,113,1,612.29,1,-0.23407055941654703,-0.503067430696863,False
12514,267,2,1597.76,0,-0.3958508132229758,0.21084229226862092,False
12515,353,1,383.7,0,-0.6448370762826027,0.5504550668533448,False
12516,78,4,2648.62,1,0.07019603585381781,-0.5769270946114294,False
12517,28,5,2502.84,1,0.19951915270361145,-0.7907779968368791,False
12518,1,5,2056.89,1,0.22507530809914197,-0.9207805549711287,False
12519,64,2,726.54,1,-0.09503010123518067,-0.7061758350911154,False
12520,79,5,2634.26,1,0.12011357337758875,-0.5625230285121549,False
12521,143,1,599.68,1,-0.2847172940925915,-0.3709885297717817,False
12522,39,2,192.72,1,-0.07666155826318127,-0.8294915964462135,False
12523,19,23,4372.15,1,1.2362994627209767,-0.5988575265617161,False
12524,9,17,11126.11,1,1.2354678800728551,-0.5406261464889186,False
12525,498,3,973.73,0,-0.7566897641981389,1.2253640097359326,False
12526,1,3,1316.66,1,0.08822696185545759,-0.9594807025817312,False
12527,82,5,735.51,1,0.03195460931448352,-0.595503712105377,False
12528,9,6,1933.48,1,0.258528637886824,-0.8781409456873546,False
12529,528,1,316.48,0,-0.9399987954290295,1.3210696096137478,False
12530,60,9,3759.26,1,0.40997059423584603,-0.5776196946883622,False
12531,15,2,1933.2,1,0.03963265648014537,-0.8930336095555105,False
12532,30,1,349.83000000000004,1,-0.10696929000486051,-0.8757237439310055,False
12533,628,2,1367.89,0,-1.0087212856359782,1.7982899053182264,False
12534,131,1,1089.18,1,-0.2432434429038789,-0.4120274886281853,False
12535,92,2,716.35,1,-0.1422312252233487,-0.5828637501818957,False
12536,43,3,12601.830000000002,1,0.5122915394622858,-0.49943751631122074,False
12537,409,1,732.94,0,-0.7230530319063035,0.8060765065403945,False
12538,29,2,640.45,1,-0.0403565216043347,-0.8627215948392956,False
12539,22,7,11214.75,1,0.695479912795388,-0.5845088202786828,False
12540,20,33,22254.49,1,2.5398899557780004,-0.055746173681390974,True
12541,30,3,981.18,1,0.025111014706020122,-0.8396739473384601,False
12542,484,2,481.88,0,-0.8070674780776007,1.1412706045375554,False
12543,448,1,980.25,0,-0.7773457813245725,0.9841981217778523,False
12544,36,1,372.7,1,-0.11598667780523331,-0.8486898730677149,False
12545,75,2,1000.39,1,-0.10140573218455647,-0.650968313955151,False
12546,47,2,1161.5,1,-0.0475955631180386,-0.7706067124605757,False
12547,198,3,383.58,1,-0.2815882306988132,-0.1128599179267404,False
12548,166,1,95.19999999999999,1,-0.34521513622259475,-0.28177273387700225,False
12549,576,6,1575.68,0,-0.7039264870382269,1.6152421252346085,True
12550,79,1,964.83,1,-0.16185843880535228,-0.6445232211606402,False
12551,358,1,168.0,0,-0.662632035288777,0.5672688180342947,False
12552,39,2,437.82,1,-0.06592820980900986,-0.8235253856221336,False
12553,8,12,4608.75,1,0.690650330140794,-0.7553880030653825,False
12554,449,1,468.5,0,-0.8014260069859023,0.9761539929676446,False
12555,682,1,129.23,0,-1.2053506688528544,1.9960922916647479,False
12556,50,2,603.71,1,-0.0770315939167388,-0.7709458209144335,False
12557,16,8,18716.14,1,1.086213726580386,-0.41804681017209894,True
12558,8,1,269.96,1,-0.07373095178087426,-0.9747508938739698,False
12559,311,2,561.71,0,-0.5146931801973196,0.379788737232777,False
12560,5,3,2134.01,1,0.1173408476422309,-0.9219333664396442,False
12561,303,1,238.85,0,-0.5676894370133292,0.32628604796343724,False
12562,8,9,4966.92,1,0.5496865957821118,-0.7776917124930217,False
12563,409,1,249.24,0,-0.7442350826908107,0.7943023075375082,False
12564,261,1,456.9,0,-0.4880083246773029,0.14625361516404894,False
12565,289,1,145.92,0,-0.5483815575252433,0.26224388630837686,False
12566,86,1,351.65,1,-0.20039936198901936,-0.628559182924094,False
12567,23,15,13709.86,1,1.2208048633286432,-0.4366340896735785,False
12568,645,1,70.0,0,-1.1461612091085098,1.8313746330469343,False
12569,2,32,4124.69,1,1.7237954960210446,-0.5868330422659105,False
12570,682,1,77.52,0,-1.207615138247245,1.9948335696667343,False
12571,40,2,519.61,1,-0.06401630311012388,-0.8171215961437881,False
12572,9,2,1020.42,1,0.00967936242473823,-0.94172962107346,False
12573,227,5,717.41,1,-0.21096153977416982,0.04392065415747298,False
12574,316,1,218.45,0,-0.5902904137765742,0.3831566751813946,False
12575,457,2,622.8199999999999,0,-0.755810405202394,1.0255540907547716,False
12576,36,8,2142.72,1,0.32703895423959556,-0.7332188601076456,False
12577,35,8,1653.75,1,0.3072959385094181,-0.7495342029248276,False
12578,21,4,4642.45,1,0.25268885398541396,-0.7799265139894793,False
12579,78,1,440.42,1,-0.18315343278610424,-0.6617012425237437,False
12580,247,2,1052.9,1,-0.3863148176103506,0.10932210464549767,False
12581,40,1,197.71,1,-0.130329058868776,-0.8352980230503418,False
12582,239,4,1980.4,1,-0.22790705859485721,0.11727787428097862,False
12583,3,27,14447.44,1,1.9130955477219376,-0.38284813671925055,True
12584,4,9,2338.15,1,0.44124752820482366,-0.8593325354199101,False
12585,234,2,2040.1,1,-0.32137601430490675,0.0759852702660569,False
12586,17,4,2062.67,1,0.1463951423476194,-0.8603748250099145,False
12587,8,1,144.0,1,-0.07924695574369527,-0.9778170053199148,False
12588,39,4,958.78,1,0.061317927884914525,-0.7901626963852397,False
12589,29,8,4695.66,1,0.4505252874496337,-0.7019653662833303,False
12590,211,2,9864.26,1,0.05966314162774587,0.1649447254720565,True
12591,317,3,1352.15,0,-0.4378811602375283,0.4358475098209309,False
12592,92,5,2582.66,1,0.09614629521993259,-0.5064118699915099,False
12593,109,3,418.09999999999997,1,-0.1314627946084726,-0.5047643307794492,False
12594,38,15,5090.110000000001,1,0.8182839987411701,-0.5802626473367688,False
12595,505,1,299.02,0,-0.9023575991259142,1.2191487787229656,False
12596,51,2,618.27,1,-0.07806380397254041,-0.7661785404271241,False
12597,19,4,3811.22,1,0.21962750449858626,-0.8089859928102946,False
12598,10,11,4534.09,1,0.6318250023522354,-0.7587204038608492,False
12599,29,13,2296.72,1,0.6065526187617079,-0.7086564594766923,False
12600,29,21,5043.92,1,1.1445868391847296,-0.5590582296108726,False
12601,190,6,681.26,1,-0.09854516345956778,-0.10989443768618785,False
12602,59,1,153.12,1,-0.16400826136896388,-0.7525390569208736,False
12603,22,1,739.1999999999999,1,-0.07655957236733124,-0.9015486147353946,False
12604,79,2,254.18,1,-0.14076281461077475,-0.6514810700044074,False
12605,376,4,1232.95,0,-0.4894041533778892,0.7036455485517011,False
12606,682,1,21.0,0,-1.2100902457732745,1.9934577629112182,False
12607,60,1,1579.51,1,-0.10321401957632478,-0.713405087621811,False
12608,405,1,415.79,0,-0.7302623036711409,0.7807050115007339,False
12609,78,9,3435.86,1,0.3657516420647572,-0.5060603681252044,False
12610,23,5,2099.54,1,0.19020704237836153,-0.8226594122369456,False
12611,52,1,1193.32,1,-0.1067674016006363,-0.7581085976213179,False
12612,74,1,704.0400000000001,1,-0.1649297923447843,-0.67293566591795,False
12613,57,10,6835.07,1,0.6018912339436467,-0.5056463261375046,False
12614,278,1,315.6,0,-0.5225829888366645,0.21783274822750867,False
12615,2,8,5740.98,1,0.5413867082439899,-0.795667511461131,False
12616,95,3,1131.1,1,-0.0768618611845632,-0.5491885883567833,False
12617,29,1,355.53,1,-0.10504985987691887,-0.8799978566039706,False
12618,22,1,177.31,1,-0.1011656970630243,-0.9152261104511932,False
12619,16,10,3781.38,1,0.5366274351837103,-0.7609064137052898,False
12620,15,3,1339.41,1,0.06584578006417406,-0.8971468586567155,False
12621,2,35,24775.81,1,2.7847919939241534,-0.053122342204925475,True
12622,232,1,180.1,1,-0.4517051665589551,0.01154277357492869,False
12623,276,7,3747.84,0,-0.055642467461830214,0.3545989515172195,False
12624,106,2,641.13,1,-0.1689026809765056,-0.5229146866503321,False
12625,212,4,5164.88,1,-0.04336816052907995,0.07564704508211993,False
12626,23,9,6620.48,1,0.5970515574195412,-0.6712479187848209,False
12627,11,7,4478.53,1,0.4188573020075803,-0.7970229992816775,False
12628,4,3,786.46,1,0.059999144373161326,-0.9591482167612672,False
12629,386,2,1558.22,0,-0.5962906049001436,0.7350103614121993,False
12630,10,2,1270.88,1,0.0189776170786022,-0.9312200756599961,False
12631,57,6,3481.57,1,0.24617091441180147,-0.6286400588207031,False
12632,521,2,804.88,0,-0.854705998116695,1.3124089381005648,False
12633,59,7,5678.16,1,0.39123991879228615,-0.5560043067184077,False
12634,536,2,490.0,0,-0.893542392787422,1.3709370727530668,False
12635,90,4,2930.41,1,0.0624982937194416,-0.5171134366668798,False
12636,739,1,141.0,0,-1.3000148306821813,2.247911916790552,False
12637,67,12,8340.31,1,0.7555425035623965,-0.40419572923706504,False
12638,33,2,921.49,1,-0.03472856853668284,-0.8382290874489925,False
12639,239,3,1312.37,1,-0.30937743940631374,0.09067596980388722,False
12640,24,3,1174.58,1,0.04359923592207493,-0.8614433856643221,False
12641,115,1,185.9,1,-0.25608254196943797,-0.504620869283552,False
12642,25,3,1013.26,1,0.03486493967239464,-0.8609573665386574,False
12643,128,12,8350.42,1,0.6541263779994392,-0.1347650646930809,False
12644,130,4,1918.49,1,-0.0486081097670278,-0.3652310676071662,False
12645,34,8,3539.3,1,0.3915372172361934,-0.7080491094874434,False
12646,5,2,1346.97,1,0.030658815261900677,-0.9514322058419652,False
12647,22,36,17924.35,1,2.5035746916223838,-0.12130221770637752,True
12648,155,4,1112.0,1,-0.12567112139104875,-0.27454105912690496,False
12649,107,8,2294.65,1,0.21513519544968374,-0.4162074032442787,False
12650,3,1,314.44,1,-0.06343400959364413,-0.9957324729508763,False
12651,335,4,377.75,0,-0.4583923126314557,0.5019009845850232,False
12652,331,2,1017.03,0,-0.5281502856450591,0.47912934706239513,False
12653,149,3,4160.83,1,-0.03435493768031099,-0.23714453089675974,False
12654,11,5,601.98,1,0.14466413559340696,-0.9120672771728928,False
12655,424,1,261.35,0,-0.768752025664151,0.860790014925081,False
12656,17,8,6407.83,1,0.5455419503660563,-0.713242158724892,False
12657,11,4,1643.18,1,0.1380438615886554,-0.8970631982683358,False
12658,19,1,686.05,1,-0.07387764970649921,-0.916080974420514,False
12659,30,1,91.68,1,-0.11827412029227115,-0.8820076171429035,False
12660,11,1,245.1,1,-0.0798290658448475,-0.962117449351586,False
12661,436,1,162.0,0,-0.7931405406660216,0.9113259837897049,False
12662,1,20,6988.02,1,1.224260987815732,-0.6456359375136814,False
12663,625,2,239.4,0,-1.0531303418682862,1.757581678037978,False
12664,8,11,6070.04,1,0.7024265161609828,-0.7301581163065304,False
12665,325,3,313.6,0,-0.4967195810553065,0.4458700764932263,False
12666,394,1,1248.42,0,-0.6754320199368954,0.7524313661404849,False
12667,58,1,620.13,1,-0.14188727687385044,-0.7455839867490557,False
12668,12,10,11444.68,1,0.8788957263364259,-0.5920182303645822,False
12669,151,3,2744.0299999999997,1,-0.09973866908059446,-0.2628064756534893,False
12670,10,7,3760.29,1,0.3890741606140497,-0.8189192199268349,False
12671,606,1,2622.481,0,-0.9692608203517953,1.721405377537593,True
12672,330,2,437.05,0,-0.5518787850260489,0.4605986437919308,False
12673,5,3,1230.02,1,0.07775357849051155,-0.9439382416859109,False
12674,39,4,1970.6,1,0.10562725727251025,-0.7655330291636139,False
12675,554,2,958.5,0,-0.9030826887330586,1.4617727858996146,False
12676,25,11,2843.09,1,0.5327259578457093,-0.7336897071489134,False
12677,555,2,395.1,0,-0.9294247562860978,1.4524713956081188,False
12678,42,21,34281.18,1,2.4032288641908544,0.21000076063951525,True
12679,59,4,1113.02,1,0.034676013981108436,-0.6981509594846871,False
12680,1,4,880.81,1,0.12135654833157858,-0.9597493848222461,False
12681,15,45,30868.28,1,3.5520460944988486,0.2559549796904833,True
12682,4,52,24033.91,1,3.6366387543457144,0.11343692145979305,True
12683,4,21,12696.78,1,1.5214641097079162,-0.4830942731802577,False
12684,8,7,2283.63,1,0.3277483268645706,-0.863689720584394,False
12685,28,6,2863.08,1,0.26751088267578027,-0.7716682997426664,False
12686,372,1,178.28,0,-0.6855592997207113,0.6292991178998397,False
12687,481,2,2138.91,0,-0.7294938464842724,1.1683673530822398,False
12688,114,1,4873.8099999999995,1,-0.04912112299773509,-0.39492088166025,False
12689,26,2,1247.61,1,-0.008758494015824512,-0.8611807245397222,False
12690,206,1,389.01,1,-0.39914138843584823,-0.0981063564153065,False
12691,28,7,1170.4,1,0.24560173256415646,-0.8025306692537985,False
12692,637,1,110.95,0,-1.1310093995427977,1.7970685416169805,False
12693,127,7,1703.02,1,0.103614153922211,-0.3526923478528305,False
12694,70,3,1843.35,1,-0.003925780439045406,-0.6421725817740551,False
12695,7,7,1407.1200000000001,1,0.29103427131419907,-0.8894385409322324,False
12696,435,2,851.91,0,-0.7090421798368296,0.934047628270835,False
12697,29,3,957.59,1,0.025747785608247076,-0.8446610355929727,False
12698,590,1,339.75,0,-1.0425084394436914,1.595233475921444,False
12699,418,1,638.11,0,-0.7422341562532497,0.8434839157126556,False
12700,8,4,4939.99,1,0.28742626563478335,-0.8300510144518859,False
12701,80,6,2446.41,1,0.16243368689762977,-0.5523420465249554,False
12702,20,1,219.0,1,-0.09600038587006697,-0.923037018270149,False
12703,71,4,1006.53,1,0.00997482616013222,-0.6477887921104099,False
12704,7,8,2340.84,1,0.3841396719167156,-0.8563692249747258,False
12705,15,14,11762.1,1,1.096651454724861,-0.5296900060667347,False
12707,292,1,603.42,0,-0.5333563016979309,0.2866189116267752,False
12708,30,18,5314.1,1,0.9981000547703465,-0.5790909250547085,False
12709,15,34,31093.34,1,2.987523614464452,0.14768507651746068,True
12710,97,3,1149.02,1,-0.07941674846339096,-0.5399266571709431,False
12711,612,2,1339.05,0,-0.983267160620486,1.7269820954217678,False
12712,29,21,7193.66,1,1.2387276327623322,-0.5067293758493162,False
12713,1,1,848.55,1,-0.03670478389312627,-0.991556920002825,False
12714,9,12,14093.71,1,1.1043431433423767,-0.5200927626092193,False
12715,106,1,353.86,1,-0.23369892977078416,-0.5402481519867598,False
12716,4,2,1053.49,1,0.01947664118535847,-0.9629889417476849,False
12717,151,3,1308.91,1,-0.1625850298865939,-0.2977400883742298,False
12718,71,1,238.25,1,-0.1803180814592656,-0.6975124859639354,False
12719,5,2,644.95,1,-8.384194657509536e-05,-0.9685207383704048,False
12720,3,30,8260.67,1,1.798814913251638,-0.5024238904055728,False
12721,32,8,4013.08,1,0.4156244889904029,-0.705342106106984,False
12722,85,4,997.63,1,-0.013792363295674,-0.5862253707581486,False
12723,4,5,725.07,1,0.16174317895698082,-0.9399610594436019,False
12724,5,7,2317.52,1,0.3342418800821186,-0.8761033573395749,False
12725,371,4,2694.56,0,-0.4170486632720139,0.7171596705973093,False
12726,28,11,4014.6,1,0.5790189335006958,-0.6919342893764093,False
12727,11,10,5679.53,1,0.6280997589663868,-0.7367660588031177,False
12728,71,5,1070.17,1,0.06497793454312424,-0.635898916029751,False
12729,114,1,453.01,1,-0.2427155205750543,-0.5025317540025278,False
12730,522,1,829.25,0,-0.9075248153561459,1.3070742583988055,False
12731,24,17,25775.71,1,1.8519516742045716,-0.11783345633773541,True
12732,180,1,236.26000000000002,1,-0.3624153206429561,-0.2165589943885557,False
12733,234,4,2424.87,1,-0.2000938697810093,0.10603282995529094,False
12734,353,3,639.65,0,-0.5291961800160139,0.5773668971327136,False
12735,315,2,779.5699999999999,0,-0.5118319874533501,0.4027433205110222,False
12736,333,1,234.0,0,-0.6179963480092252,0.4585538423850294,False
12737,499,2,3710.5,0,-0.6907279435465473,1.286054422809507,False
12738,372,1,310.7,0,-0.679760401302509,0.632522478313241,False
12739,78,4,2726.73,1,0.07361660642809496,-0.5750257452541513,False
12740,64,1,427.6,1,-0.1603373993010226,-0.7237933709306725,False
12741,529,2,406.07,0,-0.8855291095094564,1.338004020940126,False
12742,626,1,1201.52,0,-1.064883481780527,1.7750736576600898,False
12743,134,2,546.43,1,-0.21980464249165044,-0.4016597395491213,False
12744,52,11,25317.06,1,1.4718144961076935,-0.06748228831679388,True
12745,487,3,925.41,0,-0.7404377885858937,1.175646327552048,False
